mileage,make,model,fuel,gear,offerType,price,hp,year
101450,Volkswagen,Beetle,Gasoline,Automatic,Used,9900,170,2015
55000,Fiat,500C,Gasoline,Manual,Used,9950,105,2015
50000,SEAT,Ibiza,Gasoline,Manual,Used,9950,105,2015
70770,Ford,EcoSport,Diesel,Manual,Used,9950,90,2015
84875,Opel,Astra,Gasoline,Manual,Used,9980,120,2015
84875,Opel,Astra,Gasoline,Manual,Used,9980,120,2015
31939,Opel,Adam,Gasoline,Manual,Used,9990,87,2015
100000,Opel,Corsa,Gasoline,Manual,Used,9990,207,2015
108600,Volkswagen,Golf,Diesel,Manual,Used,9990,110,2015
146000,Opel,Mokka,Diesel,Manual,Used,9990,136,2015
49360,Hyundai,iX20,Gasoline,Manual,Used,9998,125,2015
79000,Honda,Jazz,Gasoline,Manual,Used,9999,102,2015
83753,Volkswagen,Golf,Gasoline,Manual,Used,10000,86,2015
26278,Renault,Scenic,Gasoline,Manual,Used,10000,110,2015
75962,Ford,Fiesta,Gasoline,Manual,Used,8900,101,2016
27216,smart,forTwo,Gasoline,Manual,Used,8950,71,2016
64000,SEAT,Ibiza,Gasoline,Manual,Used,8950,75,2016
80000,Opel,Astra,Gasoline,Manual,Used,8950,105,2016
98306,Opel,Astra,Diesel,Manual,Used,8980,160,2016
59285,Opel,Meriva,Gasoline,Manual,Used,8980,120,2016
116230,Opel,Astra,Diesel,Automatic,Used,8980,136,2016
98306,Opel,Astra,Diesel,Manual,Used,8980,160,2016
116230,Opel,Astra,Diesel,Automatic,Used,8980,136,2016
59285,Opel,Meriva,Gasoline,Manual,Used,8980,120,2016
98306,Opel,Astra,Diesel,Manual,Used,8980,160,2016
112516,Opel,Astra,Gasoline,Manual,Used,8980,105,2016
68984,Opel,Meriva,Gasoline,Manual,Used,8980,120,2016
112516,Opel,Astra,Gasoline,Manual,Used,8980,105,2016
77459,Opel,Combo,Diesel,Manual,Used,8980,95,2016
68984,Opel,Meriva,Gasoline,Manual,Used,8980,120,2016
115162,Skoda,Octavia,Diesel,Manual,Used,8980,110,2016
166723,Renault,Captur,Diesel,Manual,Used,8980,110,2016
70200,Renault,Twingo,Gasoline,Automatic,Used,8980,90,2016
156736,Opel,Astra,Diesel,Manual,Used,8380,136,2018
163708,Ford,Focus,Diesel,Automatic,Used,8380,120,2018
66200,Hyundai,i20,Gasoline,Manual,Used,8400,75,2018
39164,Skoda,Citigo,CNG,Manual,Used,8450,68,2018
162204,Opel,Astra,Diesel,Automatic,Used,8480,136,2018
174923,Opel,Astra,Diesel,Manual,Used,8480,136,2018
174923,Opel,Astra,Diesel,Manual,Used,8480,136,2018
109078,Opel,Astra,Diesel,Manual,Used,8480,110,2018
132559,Opel,Astra,Diesel,Manual,Used,8480,110,2018
128802,Opel,Astra,Diesel,Manual,Used,8480,136,2018
47550,Kia,Picanto,Gasoline,Manual,Used,8490,67,2018
52000,Ford,Ka/Ka+,Gasoline,Manual,Used,8650,71,2018
105755,Opel,Astra,Diesel,Manual,Used,8680,110,2018
115932,Opel,Astra,Diesel,Manual,Used,8680,110,2018
21000,Peugeot,108,Gasoline,Manual,Used,8690,82,2018
22850,Citroen,C3,Gasoline,Manual,Used,8690,68,2018
107800,Opel,Astra,Diesel,Manual,Used,8850,110,2018
27600,Kia,Picanto,Gasoline,Manual,Used,8950,67,2018
141680,Opel,Astra,Diesel,Automatic,Used,8980,136,2018
101142,Opel,Astra,Diesel,Manual,Used,8980,110,2018
7990,smart,forFour,Gasoline,Manual,Used,11900,71,2019
15000,Ford,Fiesta,Gasoline,Manual,Used,11950,86,2019
26664,Opel,Corsa,Gasoline,Manual,Used,11950,90,2019
22962,Toyota,Aygo,Gasoline,Manual,Used,11980,72,2019
18458,Dacia,Sandero,Gasoline,Manual,Used,11990,90,2019
41190,Opel,Adam,Gasoline,Manual,Used,11990,87,2019
53598,Ford,Tourneo Courier,Diesel,Manual,Used,11990,75,2019
49000,Opel,Astra,Diesel,Manual,Used,11999,110,2019
16467,Opel,Corsa,Gasoline,Manual,Used,11999,101,2019
14000,Hyundai,i20,Gasoline,Manual,Used,12000,84,2019
14500,smart,forFour,Gasoline,Automatic,Used,12000,90,2019
2000,Citroen,C3,Gasoline,Manual,Demonstration,12211,83,2019
5300,Renault,Captur,Gasoline,Manual,Used,12250,90,2019
6506,smart,forTwo,Gasoline,Manual,Used,12300,71,2019
18959,Opel,Corsa,Gasoline,Manual,Used,12340,90,2019
2000,Citroen,C3,Gasoline,Manual,Demonstration,12399,83,2019
22700,Ford,Fiesta,Gasoline,Manual,Used,12400,101,2019
6500,Opel,Corsa,Gasoline,Manual,Used,12450,69,2019
4500,Fiat,500,Gasoline,Manual,Demonstration,12450,69,2019
1800,Opel,Corsa,Gasoline,Manual,Used,12450,69,2019
17885,Opel,Corsa,Gasoline,Manual,Used,12995,75,2020
5,Ford,Fiesta,Gasoline,Manual,Pre-registered,12999,75,2020
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69,2020
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69,2020
1111,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69,2020
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13090,69,2020
10,Fiat,500,Gasoline,Manual,Pre-registered,13245,69,2020
10,Fiat,500,Gasoline,Manual,Pre-registered,13245,69,2020
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69,2020
50,Fiat,500,Gasoline,Automatic,Pre-registered,13290,69,2020
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69,2020
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69,2020
50,Fiat,500C,Gasoline,Manual,Used,13290,69,2020
10,Renault,Twingo,Gasoline,Manual,Used,13290,73,2020
50,Fiat,500,Electric/Gasoline,Manual,Pre-registered,13290,69,2020
8888,Fiat,500C,Gasoline,Manual,Used,13290,69,2020
22990,Opel,Corsa,Gasoline,Manual,Used,13390,75,2020
19802,Ford,Fiesta,Gasoline,Manual,Used,13450,86,2020
10,Renault,Clio,Gasoline,Manual,Used,13490,72,2020
10,Ford,Fiesta,Gasoline,Manual,Pre-registered,13490,75,2020
10,Renault,Clio,Gasoline,Manual,Used,16490,91,2021
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84,2021
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84,2021
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84,2021
10,Kia,Rio,Gasoline,Manual,Pre-registered,16490,84,2021
15,Dacia,Dokker,Diesel,Manual,Pre-registered,16550,95,2021
10,Renault,Clio,Gasoline,Manual,Pre-registered,16660,91,2021
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16688,95,2021
4400,Volkswagen,Polo,Gasoline,Manual,Used,16700,80,2021
20,Renault,Express,Gasoline,Manual,Pre-registered,16750,101,2021
10,Fiat,Doblo,Diesel,Manual,Pre-registered,16750,95,2021
500,Nissan,Micra,Gasoline,Manual,Demonstration,16750,92,2021
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95,2021
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95,2021
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95,2021
40,SEAT,Ibiza,Gasoline,Manual,Pre-registered,16780,95,2021
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16788,95,2021
10,Skoda,Fabia,Gasoline,Automatic,Pre-registered,16790,95,2021
10,Renault,Clio,Gasoline,Manual,Used,16790,91,2021
10,Renault,Clio,Gasoline,Manual,Pre-registered,16890,91,2021
98000,Skoda,Fabia,Gasoline,Manual,Used,4490,60,2011
116600,Volkswagen,Golf Plus,Diesel,Manual,Used,4490,105,2011
260000,BMW,318,Diesel,Manual,Used,4499,143,2011
315650,Volkswagen,Golf,Diesel,Automatic,Used,4499,140,2011
128000,Opel,Astra,Gasoline,Manual,Used,4500,120,2011
147372,Volkswagen,Polo,Gasoline,Manual,Used,4500,60,2011
153000,Hyundai,i30,Gasoline,Manual,Used,4500,109,2011
37292,Fiat,Panda,Gasoline,Manual,Used,4500,69,2011
89500,SEAT,Ibiza,Gasoline,Manual,Used,4500,69,2011
189000,Ford,C-Max,Diesel,Manual,Used,4500,116,2011
85092,Kia,Ceed / cee'd,Gasoline,Manual,Used,4500,90,2011
102000,Fiat,Grande Punto,Gasoline,Manual,Used,4500,77,2011
167000,Ford,Focus,Gasoline,Manual,Used,4570,101,2011
76150,Toyota,Aygo,Gasoline,Manual,Used,4570,68,2011
76150,smart,forTwo,Gasoline,Automatic,Used,4600,71,2011
111000,Suzuki,Swift,Gasoline,Manual,Used,4690,94,2011
88000,Opel,Corsa,Gasoline,Manual,Used,4690,69,2011
106000,Opel,Corsa,Gasoline,Manual,Used,4700,87,2011
95000,Skoda,Fabia,Gasoline,Manual,Used,4700,69,2011
110000,Opel,Corsa,Gasoline,Manual,Used,4999,101,2012
104000,Volkswagen,Polo,Gasoline,Manual,Used,4999,60,2012
24050,Renault,Twingo,Gasoline,Manual,Used,4999,75,2012
100000,Hyundai,iX20,Gasoline,Manual,Used,4999,90,2012
76600,Renault,Twingo,Gasoline,Manual,Used,4999,75,2012
149000,Fiat,500,Gasoline,Manual,Used,4999,69,2012
28050,Nissan,Micra,Gasoline,Manual,Used,5000,80,2012
80000,Renault,Twingo,Gasoline,Manual,Used,5027,75,2012
248000,Peugeot,3008,Electric/Diesel,Automatic,Used,5100,163,2012
50000,Volkswagen,up!,Gasoline,Manual,Used,5190,60,2012
116800,Fiat,500,Gasoline,Manual,Used,5199,69,2012
150000,Opel,Astra,Diesel,Manual,Used,5200,110,2012
180000,BMW,114,Gasoline,Manual,Used,5200,102,2012
102700,SEAT,Ibiza,Gasoline,Manual,Used,5250,86,2012
140000,Suzuki,SX4,Gasoline,Manual,Used,5299,120,2012
136000,Peugeot,508,Diesel,Manual,Used,5300,111,2012
66800,smart,forTwo,Gasoline,Manual,Used,5300,71,2012
35000,Toyota,Aygo,Gasoline,Manual,Used,5300,68,2012
150000,SEAT,Ibiza,Gasoline,Manual,Used,5300,105,2012
93000,Dacia,Sandero,Gasoline,Manual,Used,5350,84,2012
95000,Opel,Corsa,Gasoline,Manual,Used,5999,87,2013
69500,SEAT,Ibiza,Gasoline,Manual,Used,5999,69,2013
157260,Volkswagen,Caddy,Diesel,Manual,Used,6000,102,2013
113000,SEAT,Ibiza,Gasoline,Manual,Used,6000,105,2013
88546,Fiat,500C,Gasoline,Manual,Used,6000,69,2013
87000,Opel,Corsa,Gasoline,Manual,Used,6000,101,2013
113000,Kia,Ceed SW / cee'd SW,Gasoline,Manual,Used,6000,99,2013
306809,Audi,A3,Diesel,Manual,Used,6099,105,2013
130000,Mercedes-Benz,Citan,Diesel,Manual,Used,6199,90,2013
126000,Mercedes-Benz,Citan,Diesel,Manual,Used,6199,90,2013
100751,Volkswagen,Polo,Gasoline,Manual,Used,6250,69,2013
40200,Hyundai,i10,Gasoline,Manual,Used,6290,69,2013
248521,Opel,Zafira Tourer,Gasoline,Manual,Used,6290,140,2013
65200,Hyundai,i30,Gasoline,Manual,Used,6300,99,2013
174396,Citroen,C4 Picasso,Diesel,Manual,Used,6300,111,2013
230000,Peugeot,508,Diesel,Manual,Used,6400,114,2013
167000,BMW,118,Diesel,Manual,Used,6400,143,2013
103992,Fiat,500,Gasoline,Manual,Used,6400,69,2013
93000,Skoda,Citigo,Gasoline,Manual,Used,6400,75,2013
119000,Citroen,C4,Diesel,Manual,Used,6480,114,2013
59853,Opel,Corsa,Gasoline,Manual,Used,6500,87,2014
43950,smart,forTwo,Gasoline,Automatic,Used,6500,71,2014
64000,smart,forFour,Gasoline,Manual,Used,6500,71,2014
275000,Opel,Vivaro,Diesel,Manual,Used,6500,114,2014
36600,Opel,Corsa,Gasoline,Manual,Used,6500,87,2014
67000,Nissan,Note,Gasoline,Manual,Used,6500,80,2014
153000,Opel,Astra,Diesel,Manual,Used,6500,110,2014
87432,Kia,Rio,Gasoline,Manual,Used,6500,86,2014
92000,Renault,Clio,Gasoline,Manual,Used,6599,73,2014
47000,Ford,Fiesta,Gasoline,Manual,Used,6600,65,2014
43000,smart,forTwo,Gasoline,Manual,Used,6600,71,2014
43000,smart,forTwo,Gasoline,Manual,Used,6600,71,2014
43000,smart,forTwo,Gasoline,Manual,Used,6600,71,2014
68991,Renault,ZOE,Electric,,Used,6600,58,2014
60600,Ford,Fiesta,Gasoline,Manual,Used,6699,82,2014
147150,Renault,Clio,Gasoline,Automatic,Used,6700,120,2014
67945,smart,forTwo,Gasoline,Automatic,Used,6700,71,2014
40000,Ford,Fiesta,Gasoline,Manual,Used,6700,60,2014
78950,Peugeot,208,Gasoline,Manual,Used,6700,68,2014
73000,smart,forFour,Gasoline,Manual,Used,6700,71,2014
90000,Renault,Kangoo,Diesel,Manual,Used,6900,90,2015
90000,Opel,Corsa,Gasoline,Manual,Used,6900,116,2015
61500,Fiat,500L,Gasoline,Manual,Used,6900,69,2015
80000,Toyota,Yaris,Gasoline,Manual,Used,6900,69,2015
43900,Mazda,2,Gasoline,Manual,Used,6900,75,2015
50000,Ford,Fiesta,Gasoline,Manual,Used,6900,60,2015
82600,Citroen,C3,Gasoline,Manual,Used,6900,82,2015
76516,Dacia,Sandero,Gasoline,Manual,Used,6900,90,2015
55700,Ford,Fiesta,Gasoline,Manual,Used,6900,60,2015
144000,smart,forFour,Gasoline,Manual,Used,6900,90,2015
53915,Renault,Twingo,Gasoline,Manual,Used,6900,90,2015
60000,Kia,Picanto,Gasoline,Manual,Used,6990,86,2015
28000,Renault,Twingo,Gasoline,Manual,Used,6990,71,2015
74900,Nissan,Micra,Gasoline,Manual,Used,6990,80,2015
55436,Renault,Twingo,Gasoline,Manual,Used,6999,71,2015
97400,Opel,Corsa,Diesel,Manual,Used,6999,95,2015
52000,Opel,Karl,Gasoline,Manual,Used,6999,75,2015
77000,Kia,Venga,Diesel,Manual,Used,6999,128,2015
223510,Volkswagen,Caddy,Diesel,Manual,Used,6999,102,2015
48200,Fiat,500,Gasoline,Manual,Used,7000,86,2015
41000,Renault,Twingo,Gasoline,Manual,Used,6450,69,2016
62000,Skoda,Citigo,Gasoline,Manual,Used,6480,75,2016
61220,Toyota,Aygo,Gasoline,Manual,Used,6480,69,2016
118941,Opel,Corsa,Diesel,Manual,Used,6490,95,2016
34125,Opel,Corsa,Gasoline,Manual,Used,6490,69,2016
74400,Volkswagen,up!,Gasoline,Manual,Used,6490,60,2016
112000,Dacia,Sandero,Diesel,Manual,Used,6499,90,2016
142000,Ford,Focus,Diesel,Manual,Used,6500,95,2016
42240,SEAT,Mii,Gasoline,Manual,Used,6580,60,2016
42698,SEAT,Mii,Gasoline,Manual,Used,6590,60,2016
15800,Skoda,Citigo,Gasoline,Manual,Used,6660,60,2016
46900,Renault,ZOE,Electric,Automatic,Used,6690,88,2016
75000,Renault,Twingo,Gasoline,Manual,Used,6700,71,2016
52000,Skoda,Citigo,Gasoline,Manual,Used,6700,60,2016
38500,Renault,Twingo,Gasoline,Manual,Used,6700,71,2016
28861,Fiat,Punto,Gasoline,Manual,Used,6750,69,2016
42000,Ford,Fiesta,Gasoline,Manual,Used,6750,60,2016
26200,Renault,ZOE,Electric,Automatic,Used,6750,58,2016
38000,Nissan,Micra,Gasoline,Manual,Used,6750,80,2016
55600,Ford,Fiesta,Gasoline,Manual,Used,6780,60,2016
6700,Opel,Cascada,Gasoline,Automatic,Used,26000,170,2017
51201,BMW,420,Gasoline,Manual,Used,26690,184,2017
98000,Volvo,XC90,Diesel,Automatic,Used,26799,190,2017
95000,Audi,A6 allroad,Diesel,Automatic,Used,26900,272,2017
65500,BMW,X3,Gasoline,Automatic,Used,27630,184,2017
68744,BMW,530,Diesel,Automatic,Used,27950,265,2017
35066,Audi,Q2,Gasoline,Automatic,Used,28200,190,2017
94351,BMW,140,Gasoline,Automatic,Used,28860,340,2017
37704,BMW,X1,Diesel,Automatic,Used,28860,231,2017
39658,Volkswagen,Golf,Gasoline,Manual,Used,28950,310,2017
133000,Mercedes-Benz,E 350,Electric/Gasoline,Automatic,Used,28999,286,2017
65450,BMW,520,Diesel,Automatic,Used,29550,190,2017
33180,BMW,220,Gasoline,Automatic,Used,29760,184,2017
93415,BMW,535,Diesel,Automatic,Used,29920,313,2017
58112,BMW,X3,Gasoline,Automatic,Used,29930,245,2017
21322,MINI,John Cooper Works Countryman,Gasoline,Automatic,Used,29990,231,2017
70000,Mercedes-Benz,E 220,Diesel,Automatic,Used,29999,194,2017
84000,Mercedes-Benz,E 220,Diesel,Automatic,Used,29999,194,2017
200000,Audi,S6,Gasoline,Automatic,Used,29999,450,2017
70315,BMW,X3,Diesel,Automatic,Used,30950,313,2017
165000,Volvo,V90,Diesel,Automatic,Used,19999,150,2018
19900,Opel,Insignia,Gasoline,Manual,Employee's car,19999,140,2018
142485,BMW,520,Diesel,Automatic,Used,20820,190,2018
25,Baic,,Gasoline,Automatic,Used,20900,136,2018
84291,BMW,X1,Diesel,Manual,Used,21400,150,2018
111390,Skoda,Kodiaq,Diesel,Automatic,Used,21900,150,2018
60498,Volkswagen,Tiguan,Diesel,Manual,Used,21980,150,2018
88807,Audi,A4,Diesel,Automatic,Used,22430,190,2018
54964,BMW,X1,Gasoline,Automatic,Used,22690,140,2018
16500,SEAT,Ateca,Diesel,Automatic,Used,22690,116,2018
67956,Audi,A4,Diesel,Automatic,Used,22830,150,2018
25755,BMW,120,Gasoline,Automatic,Used,22860,184,2018
13800,BMW,i3,Electric/Gasoline,Automatic,Used,22900,170,2018
23100,Volvo,V40 Cross Country,Gasoline,Automatic,Used,22900,152,2018
54216,Volkswagen,Touran,Gasoline,Manual,Used,22930,150,2018
20000,Opel,Insignia,Gasoline,Automatic,Used,22990,165,2018
54086,BMW,318,Diesel,Automatic,Used,23430,150,2018
26400,Mercedes-Benz,GLA 180,Gasoline,Automatic,Used,23440,122,2018
144777,Skoda,Kodiaq,Diesel,Automatic,Used,23600,190,2018
22825,Audi,Q3,Gasoline,Manual,Used,23600,150,2018
8205,Mazda,6,Gasoline,Automatic,Used,27400,194,2019
27944,Ford,S-Max,Diesel,Manual,Used,27779,190,2019
48000,Mercedes-Benz,E 200,Diesel,Automatic,Used,27999,150,2019
73064,BMW,320,Diesel,Automatic,Used,28400,190,2019
13481,Toyota,Camry,Electric/Gasoline,Automatic,Used,28500,218,2019
22000,Mercedes-Benz,E 200,Diesel,Automatic,Used,28799,150,2019
12175,Toyota,Corolla,Electric/Gasoline,Automatic,Used,28900,184,2019
13500,Opel,Cascada,Gasoline,Manual,Used,28950,170,2019
14522,Ford,Galaxy,Diesel,Automatic,Used,28980,150,2019
79000,Mercedes-Benz,E 220,Diesel,Automatic,Used,28999,194,2019
14827,Ford,Galaxy,Diesel,Automatic,Used,29140,190,2019
13661,Volkswagen,Golf GTI,Gasoline,Automatic,Used,29460,245,2019
38513,Ford,S-Max,Diesel,Automatic,Used,29779,179,2019
56664,BMW,320,Diesel,Automatic,Used,29800,190,2019
49906,BMW,520,Diesel,Automatic,Used,29860,190,2019
18594,Ford,Galaxy,Diesel,Automatic,Used,29900,190,2019
12615,Ford,Galaxy,Diesel,Automatic,Used,29900,190,2019
11500,Ford,Focus,Gasoline,Manual,Used,29990,280,2019
17800,BMW,320,Gasoline,Automatic,Used,30900,184,2019
636,Opel,Grandland X,Gasoline,Automatic,Used,30900,181,2019
7941,Volkswagen,T6 Multivan,Diesel,Manual,Used,46849,150,2020
17600,BMW,530,Diesel,Automatic,Used,46900,265,2020
2000,Opel,Zafira Life,Electric,Manual,Demonstration,47490,136,2020
26400,BMW,530,Diesel,Automatic,Used,47900,265,2020
8000,Volkswagen,Passat Alltrack,Gasoline,Automatic,Demonstration,47949,272,2020
12058,Jeep,Grand Cherokee,Diesel,Automatic,Used,47990,250,2020
4257,Land,Rover Range Rover Evoque,Diesel,Automatic,Demonstration,48990,179,2020
22300,BMW,530,Electric/Gasoline,Automatic,Used,49900,252,2020
4100,BMW,335,Diesel,Automatic,Used,49950,313,2020
10,Jeep,Grand Cherokee,Diesel,Automatic,Pre-registered,52480,250,2020
12000,Land,Rover Range Rover Evoque,Electric/Gasoline,Automatic,Demonstration,53350,200,2020
10,Jeep,Grand Cherokee,Diesel,Automatic,Demonstration,56500,250,2020
5031,Land,Rover Range Rover Velar,Diesel,Automatic,Demonstration,56890,179,2020
13600,BMW,540,Diesel,Automatic,Used,59900,320,2020
1950,Toyota,Supra,Gasoline,Automatic,Pre-registered,59900,340,2020
9883,Volkswagen,Passat,Diesel,Automatic,Employee's car,59960,190,2020
5000,Ford,Mustang,Gasoline,Automatic,Demonstration,59990,450,2020
15500,BMW,340,Gasoline,Automatic,Employee's car,61500,374,2020
15,Jaguar,F-Type,Gasoline,Automatic,Demonstration,62290,300,2020
2765,Land,Rover Defender,Diesel,Automatic,Employee's car,66950,241,2020
1,Lexus,NX 300,Electric/Gasoline,Automatic,Used,48980,197,2021
2297,BMW,X2,Electric/Gasoline,Automatic,Demonstration,49730,220,2021
10000,BMW,330,Electric/Gasoline,Automatic,Demonstration,57290,292,2021
1500,Skoda,Enyaq,Electric,Manual,Demonstration,57460,204,2021
23,Land,Rover Defender,Diesel,Automatic,Demonstration,59999,241,2021
1778,Volkswagen,Tiguan,Gasoline,Automatic,Demonstration,60900,320,2021
1110,Land,Rover Defender,Diesel,Automatic,Demonstration,69990,249,2021
10,Land,Rover Defender,Diesel,Automatic,Demonstration,74890,300,2021
2500,Jaguar,F-Pace,Diesel,Automatic,Demonstration,74990,300,2021
0,Land,Rover Discovery,Diesel,Automatic,Demonstration,79999,300,2021
4592,Land,Rover Range Rover Sport,Diesel,Automatic,Demonstration,94999,299,2021
876,Audi,A8,Diesel,Automatic,Demonstration,105999,286,2021
4909,BMW,M8,Gasoline,Automatic,Demonstration,142220,625,2021
1001,Porsche,911,Gasoline,Automatic,Used,237880,650,2021
5,Kia,Picanto,Gasoline,Manual,Pre-registered,11490,67,2021
5,Kia,Picanto,Gasoline,Manual,Pre-registered,11490,67,2021
5,Kia,Picanto,Gasoline,Manual,Pre-registered,11490,67,2021
8,Kia,Picanto,Gasoline,Manual,Pre-registered,11800,67,2021
15,Kia,Picanto,Gasoline,Manual,Pre-registered,12990,67,2021
279,Kia,Rio,Gasoline,Manual,Demonstration,13190,84,2021
189000,SEAT,Altea,Diesel,Automatic,Used,6490,140,2011
93903,Opel,Astra,Gasoline,Manual,Used,6490,140,2011
56118,Citroen,DS3,Gasoline,Manual,Used,6490,120,2011
171330,Opel,Insignia,Diesel,Manual,Used,6498,160,2011
129207,BMW,118,Gasoline,Manual,Used,6500,143,2011
82000,Mazda,3,Gasoline,Manual,Used,6500,105,2011
88200,Fiat,500C,Gasoline,Manual,Used,6500,69,2011
83118,Volkswagen,Golf Plus,Diesel,Manual,Used,6500,105,2011
108150,Renault,Scenic,Diesel,Automatic,Used,6500,110,2011
144000,Renault,Grand Scenic,Diesel,Manual,Used,6500,131,2011
87300,Volkswagen,Polo,Gasoline,Manual,Used,6500,60,2011
48595,Skoda,Roomster,Gasoline,Manual,Used,6550,86,2011
180000,Ford,Mondeo,Diesel,Manual,Used,6550,140,2011
78300,Volkswagen,Golf,Gasoline,Manual,Used,6590,86,2011
157800,Volkswagen,Jetta,Diesel,Automatic,Used,6666,105,2011
64100,smart,forTwo,Gasoline,Automatic,Used,6666,71,2011
141493,Renault,Scenic,Gasoline,Manual,Used,6690,131,2011
94199,Opel,Meriva,Gasoline,Manual,Used,6690,140,2011
185000,Skoda,Octavia,Diesel,Automatic,Used,6690,105,2011
77000,Fiat,500,Gasoline,Automatic,Used,6700,69,2011
92680,Kia,Ceed / cee'd,Gasoline,Manual,Used,6999,135,2012
47000,Volkswagen,Polo,Gasoline,Manual,Used,6999,60,2012
45000,Honda,Jazz,Gasoline,Manual,Used,6999,90,2012
197000,Volkswagen,Passat Variant,Gasoline,Manual,Used,7000,122,2012
108000,Volkswagen,Jetta,Gasoline,Manual,Used,7200,105,2012
267946,Volkswagen,T5 Transporter,Diesel,Manual,Used,7200,102,2012
81500,Hyundai,i30,Gasoline,Manual,Used,7290,99,2012
92680,Kia,Ceed / cee'd,Gasoline,Automatic,Used,7300,135,2012
61100,Fiat,500C,Gasoline,Manual,Used,7300,69,2012
173250,Opel,Insignia,Diesel,Manual,Used,7390,131,2012
109963,MINI,Cooper,Gasoline,Manual,Used,7393,122,2012
122000,Skoda,Yeti,Diesel,Manual,Used,7400,110,2012
101580,Citroen,C4,Gasoline,Manual,Used,7450,120,2012
69000,Fiat,500C,Gasoline,Manual,Used,7450,69,2012
191500,Skoda,Superb,Diesel,Automatic,Used,7490,140,2012
179600,Volkswagen,Golf,Diesel,Manual,Used,7499,105,2012
224000,Mercedes-Benz,C 200,Diesel,Automatic,Used,7499,136,2012
100793,Citroen,C3 Picasso,Gasoline,Manual,Used,7500,95,2012
105000,Volkswagen,Golf,Gasoline,Manual,Used,7500,105,2012
144700,Hyundai,i40,Diesel,Manual,Used,7500,136,2012
70000,Renault,Captur,Gasoline,Manual,Used,8300,90,2013
79200,Kia,Venga,Gasoline,Automatic,Used,8300,125,2013
135000,Volkswagen,Touran,Diesel,Manual,Used,8370,105,2013
60000,Ford,Focus,Gasoline,Manual,Used,8448,101,2013
136450,Toyota,Yaris,Electric/Gasoline,Automatic,Used,8450,75,2013
82000,Renault,Captur,Gasoline,Manual,Used,8450,90,2013
173000,Volvo,V40,Diesel,Automatic,Used,8490,177,2013
49730,Skoda,Fabia,Gasoline,Manual,Used,8490,105,2013
130029,Hyundai,i40,Gasoline,Manual,Used,8490,135,2013
99100,Opel,Zafira,Diesel,Automatic,Used,8499,165,2013
123381,Volkswagen,Golf,Gasoline,Manual,Used,8500,86,2013
72000,Skoda,Yeti,Gasoline,Manual,Used,8500,122,2013
266350,Volkswagen,T5 Transporter,Diesel,Manual,Used,8500,140,2013
99576,Ford,C-Max,Gasoline,Manual,Used,8500,125,2013
166831,Ford,Kuga,Diesel,Automatic,Used,8500,140,2013
176000,Volkswagen,Passat,Diesel,Automatic,Used,8550,170,2013
80000,Dacia,Duster,Gasoline,Manual,Used,8650,105,2013
219000,BMW,318,Diesel,Manual,Used,8700,143,2013
36300,Fiat,500,Gasoline,Manual,Used,8750,69,2013
101000,SEAT,Leon,Gasoline,Manual,Used,8750,105,2013
92750,Skoda,Octavia,Gasoline,Automatic,Used,8750,105,2014
80000,Alfa,Romeo Giulietta,Gasoline,Manual,Used,8750,105,2014
130845,Suzuki,SX4 S-Cross,Diesel,Manual,Used,8800,120,2014
29400,Volkswagen,Polo,Gasoline,Manual,Used,8850,90,2014
112000,Citroen,C4 Picasso,Diesel,Automatic,Used,8888,116,2014
235000,Opel,Insignia,Diesel,Automatic,Used,8890,194,2014
110000,Ford,Fiesta,-/- (Fuel),Automatic,Used,8900,101,2014
160000,Ford,Mondeo,Diesel,Manual,Used,8900,163,2014
45000,Volkswagen,Polo,Gasoline,Manual,Used,8900,60,2014
64000,Ford,Focus,Gasoline,Manual,Used,8950,125,2014
69000,Nissan,Juke,Gasoline,Manual,Used,8950,94,2014
125400,Citroen,Berlingo,Diesel,Manual,Used,8950,92,2014
73698,Citroen,C4,Diesel,Manual,Used,8980,99,2014
109600,Renault,Grand Scenic,Diesel,Manual,Used,8990,131,2014
83141,Honda,Civic,Gasoline,Manual,Used,8990,99,2014
99000,Opel,Astra,Gasoline,Manual,Used,8990,120,2014
116000,SEAT,Ibiza,Diesel,Manual,Used,8990,143,2014
84000,Volkswagen,Polo,Diesel,Manual,Used,9400,105,2015
73500,Opel,Mokka,Gasoline,Manual,Used,9400,116,2015
66189,Renault,Megane,Gasoline,Manual,Used,9440,116,2015
